motivo_rejeicao,nome_original_csv,nome_limpo,spacy_pessoa,spacy_entidades,estado,data_publicacao,tipo_ato,cargo,orgao,assinante,cargo_assinante,categoria_assinante,fonte_url,arquivo_markdown,arquivo_csv,linha_csv
spacy_nao_confirmou_pessoa,ANDRE DO PONTE CELESTINO,ANDRE DO PONTE CELESTINO,nao,ANDRE:MISC|Andre Do Ponte Celestino:LOC,RJ,2026-04-09,exoneracao,do cargo em comissão de Coordenador Regional Pedagógico,da Superintendência de Gestão Das Regionais Pedagógicas,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-09.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3035
spacy_nao_confirmou_pessoa,BRUNA GUEIVARA DE CASTRO,BRUNA GUEIVARA DE CASTRO,nao,BRUNA GUEIVARA DE CASTRO:MISC|Bruna Gueivara De Castro:LOC,RJ,2026-04-09,exoneracao,do cargo em comissão de Assistente II,da Superintendência de Projetos Estratégicos,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-09.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3036
spacy_nao_confirmou_pessoa,MARSELLY MARTINS DOS SANTOS LOPES,MARSELLY MARTINS DOS SANTOS LOPES,nao,MARSELLY MARTINS DOS SANTOS LOPES:MISC|Marselly Martins Dos Santos Lopes:LOC,RJ,2026-04-09,exoneracao,do cargo em comissão de Assistente,,RICARDO COUTO DE CASTRO,Governador em exercicio,2,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-09.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3052
spacy_nao_confirmou_pessoa,MÉDICO PSIQUIATRA,MÉDICO PSIQUIATRA,nao,MÉDICO PSIQUIATRA:ORG|Médico Psiquiatra:LOC,RJ,2026-04-09,nomeacao,,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-09.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3057
spacy_nao_confirmou_pessoa,W I LTO N ELIAS DA CUNHA,W I LTO N ELIAS DA CUNHA,nao,I LTO:MISC|I Lto N Elias Da Cunha:MISC,RJ,2026-04-10,exoneracao,do cargo em comissão de Ajudante I,da Superintendência da Operação Foco,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-10.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3064
spacy_nao_confirmou_pessoa,BIANCA NEVES MACEDO,BIANCA NEVES MACEDO,nao,BIANCA:ORG|Bianca Neves Macedo:LOC,RJ,2026-04-13,exoneracao,do cargo em comissão de Assessor,,RICARDO COUTO DE CASTRO,Governador em exercicio,2,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3077
spacy_nao_confirmou_pessoa,CARMEN VERONICA FREDERICO DIAS,CARMEN VERONICA FREDERICO DIAS,nao,VERONICA FREDERICO:MISC|Carmen Veronica Frederico Dias:MISC,RJ,2026-04-14,nomeacao,,da Subsecretaria de Gestão Portuária e Atividades Navais,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3099
spacy_nao_confirmou_pessoa,ROGERIO DANTAS DE ALMEIDA,ROGERIO DANTAS DE ALMEIDA,nao,ROGERIO DANTAS DE ALMEIDA:MISC|Rogerio Dantas:LOC,RJ,2026-04-14,nomeacao,,da Superintendência de Tecnologia da Informação,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3111
spacy_nao_confirmou_pessoa,ILMAR BRAZ,ILMAR BRAZ,nao,ILMAR BRAZ:MISC|Ilmar Braz:LOC,RJ,2026-04-14,nomeacao,para exercer o cargo em comissão de Diretor Regional Administrativo,da Superintendência de Gestão Das Regionais Administrativas,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3118
spacy_nao_confirmou_pessoa,H I LTO N MUNIZ DE SOUZA SANTOS,H I LTO N MUNIZ DE SOUZA SANTOS,nao,I LTO:MISC,RJ,2026-04-14,exoneracao,do cargo em comissão de Assistente,da Fundação Para Infância e Adolescência do Estado do Rio de Janeiro - FIA,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3136
spacy_nao_confirmou_pessoa,MARILIA NASCIMENTO AMERICO,MARILIA NASCIMENTO AMERICO,nao,MARILIA NASCIMENTO AMERICO:MISC|Marilia Nascimento Americo:LOC,RJ,2026-04-14,nomeacao,para exercer o cargo em comissão de Ajudante I,da Fundação Anita Mantuano de Artes do Estado do Rio de Janeiro - FUNARJ,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3144
spacy_nao_confirmou_pessoa,FABIANA DA SILVA OLIVEIRA,FABIANA DA SILVA OLIVEIRA,nao,FABIANA DA SILVA OLIVEIRA:MISC,RJ,2026-04-14,exoneracao,do cargo em comissão de Assistente,da Fundação Para Infância e Adolescência do Estado do Rio de Janeiro - FIA,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3145
spacy_nao_confirmou_pessoa,F L AV I A DA SILVA GOMES,F L AV I A DA SILVA GOMES,nao,L Av I:MISC,RJ,2026-04-14,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-14.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3158
spacy_nao_confirmou_pessoa,REJANE LUCIA DE FREITAS FERREIRA,REJANE LUCIA DE FREITAS FERREIRA,nao,REJANE LUCIA:MISC|Rejane Lucia:MISC,RJ,2026-04-15,nomeacao,,da Superintendência Pedagógica,RICARDO COUTO DE CASTRO,Governador em exercicio,2,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-15.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3163
spacy_nao_confirmou_pessoa,REJANE FILGUEIRA MENDES TAVARES,REJANE FILGUEIRA MENDES TAVARES,nao,REJANE FILGUEIRA MENDES TAVARES:MISC|Rejane Filgueira Mendes Tavares:MISC,RJ,2026-04-15,nomeacao,,da Superintendência de Planejamento e Integração Das Redes,RICARDO COUTO DE CASTRO,Governador em exercicio,2,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-15.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3168
spacy_nao_confirmou_pessoa,B E AT R I Z VIANNA DA ROCHA TREZZE,B E AT R I Z VIANNA DA ROCHA TREZZE,nao,ROCHA TREZZE:MISC|At R I Z Vianna Da Rocha Trezze:MISC,RJ,2026-04-15,exoneracao,do cargo em comissão de Diretor Regional Pedagógico,da Superintendência de Gestão Das Regionais Pedagógicas,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-15.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3177
termo_administrativo,R E N ATO GARCIA DE OLIVEIRA,R E N ATO GARCIA DE OLIVEIRA,nao,E N ATO GARCIA DE OLIVEIRA:ORG|E N Ato Garcia De Oliveira:ORG,RJ,2026-04-15,exoneracao,do cargo em comissão de Assistente,da Superintendência Técnica de Infraestrutura e Logística,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-15.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3190
spacy_nao_confirmou_pessoa,THIAGO DE ALBUQUERQUE NERY,THIAGO DE ALBUQUERQUE NERY,nao,THIAGO DE ALBUQUERQUE NERY:ORG|Thiago De Albuquerque Nery:ORG,RJ,2026-04-15,exoneracao,do cargo em comissão de Assistente,da Superintendência Técnica de Infraestrutura e Logística,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-15.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3195
spacy_nao_confirmou_pessoa,ELISEU DE OLIVEIRA PORTO,ELISEU DE OLIVEIRA PORTO,nao,ELISEU:MISC|OLIVEIRA:ORG,RJ,2026-04-15,nomeacao,para exercer o cargo de Diretor Geral,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-15.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3210
spacy_nao_confirmou_pessoa,LEANDRO DOS SANTOS COITINHO,LEANDRO DOS SANTOS COITINHO,nao,LEANDRO DOS SANTOS:MISC|Leandro Dos Santos Coitinho:LOC,RJ,2026-04-15,nomeacao,,da Superintendência de Energia Elétrica,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-15.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3221
spacy_nao_confirmou_pessoa,M AY R A BOTELHO VIANNA,M AY R A BOTELHO VIANNA,nao,M Ay:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante II,,RICARDO COUTO DE CASTRO,Governador em exercicio,2,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3233
termo_administrativo,R E N ATO RODRIGUES BARTHOLOMEU VIEIRA,R E N ATO RODRIGUES BARTHOLOMEU VIEIRA,nao,E N ATO RODRIGUES BARTHOLOMEU VIEIRA:ORG|E N Ato Rodrigues Bartholomeu Vieira:ORG,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,,RICARDO COUTO DE CASTRO,Governador em exercicio,2,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3235
spacy_nao_confirmou_pessoa,MARIA DE FATIMA DA COSTA PEREZ,MARIA DE FATIMA DA COSTA PEREZ,nao,MARIA DE FATIMA DA COSTA PEREZ:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3237
spacy_nao_confirmou_pessoa,FA B I A N E GONCALVES VIANA,FA B I A N E GONCALVES VIANA,nao,FA B I:MISC|Fa B I:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3242
spacy_nao_confirmou_pessoa,R AY R A FIALHO PETRIS,R AY R A FIALHO PETRIS,nao,PETRIS:ORG,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3257
spacy_nao_confirmou_pessoa,VA LT E R DOS SANTOS NERY,VA LT E R DOS SANTOS NERY,nao,VA LT:MISC|E R DOS SANTOS:MISC|NERY:MISC|Lt E:ORG,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3259
spacy_nao_confirmou_pessoa,RYA N LOPES BORGES MAGALHAES,RYA N LOPES BORGES MAGALHAES,nao,RYA:ORG|BORGES MAGALHAES:MISC|Rya N Lopes Borges Magalhaes:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3260
spacy_nao_confirmou_pessoa,C L AY TON MEDEIROS PINHEIRO,C L AY TON MEDEIROS PINHEIRO,nao,C L Ay Ton Medeiros Pinheiro:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3263
spacy_nao_confirmou_pessoa,ADJAIME JULIANO DOS SANTOS,ADJAIME JULIANO DOS SANTOS,nao,ADJAIME JULIANO DOS SANTOS:MISC|Adjaime Juliano Dos Santos:LOC,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3270
spacy_nao_confirmou_pessoa,M I LTO N PEREIRA,M I LTO N PEREIRA,nao,M I LTO:MISC|M I Lto N Pereira:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3275
spacy_nao_confirmou_pessoa,TA R C I SIO RAYMUNDO TAVARES,TA R C I SIO RAYMUNDO TAVARES,nao,TA R C I SIO:MISC|Ta R C I Sio Raymundo Tavares:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3276
spacy_nao_confirmou_pessoa,VA N E S SA PINHEIRO DA ROCHA CAPINAM,VA N E S SA PINHEIRO DA ROCHA CAPINAM,nao,VA N:ORG|S SA PINHEIRO:ORG|ROCHA:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Assessor,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3277
spacy_nao_confirmou_pessoa,E C I VA L GOMES RANGEL,E C I VA L GOMES RANGEL,nao,C I VA:MISC|C I Va L Gomes Rangel:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Assessor,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3283
spacy_nao_confirmou_pessoa,E U C L Y DES FERREIRA DE SA REGO NETTO,E U C L Y DES FERREIRA DE SA REGO NETTO,nao,U C L Y DES FERREIRA DE SA:MISC|NETTO:ORG|U C L Y Des Ferreira De Sa Rego Netto:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3290
spacy_nao_confirmou_pessoa,V I C TO R FABIANE GOMES DO REGO,V I C TO R FABIANE GOMES DO REGO,nao,V I C TO R FABIANE GOMES DO REGO:MISC|V I C To R Fabiane Gomes Do Rego:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3292
spacy_nao_confirmou_pessoa,PA L O M A DA SILVA RIBEIRO,PA L O M A DA SILVA RIBEIRO,nao,PA:LOC|O M:MISC|Pa L O:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3299
spacy_nao_confirmou_pessoa,WA G NER XAVIER DE SOUZA,WA G NER XAVIER DE SOUZA,nao,WA G NER XAVIER DE SOUZA:MISC|Wa G Ner Xavier De Souza:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3301
spacy_nao_confirmou_pessoa,D AV I D ROCHA DA SILVA,D AV I D ROCHA DA SILVA,nao,D AV I D ROCHA DA SILVA:MISC|D Av I D Rocha Da Silva:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante II,da Superintendência do Programa Rj Para Todos - Superj,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3303
spacy_nao_confirmou_pessoa,WA N E S SA MORETH FLORENCIO DE SOUZA,WA N E S SA MORETH FLORENCIO DE SOUZA,nao,WA N:ORG|S SA:ORG|FLORENCIO:ORG|Wa N E S Sa Moreth Florencio De Souza:ORG,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,da Superintendência de Articulação Legislativa,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3308
spacy_nao_confirmou_pessoa,VA N E S SA MORENO DE MOURA DA COSTA,VA N E S SA MORENO DE MOURA DA COSTA,nao,VA N:ORG|S SA MORENO:ORG|COSTA:ORG,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante I,da Superintendência de Articulação Legislativa,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3311
spacy_nao_confirmou_pessoa,CRISTIANE DOS SANTOS PEREIRA,CRISTIANE DOS SANTOS PEREIRA,nao,CRISTIANE:ORG|DOS SANTOS PEREIRA:MISC|Cristiane Dos Santos Pereira:LOC,RJ,2026-04-16,exoneracao,do cargo em comissão de Adjunto II,da Superintendência de Articulação Municipal,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3313
spacy_nao_confirmou_pessoa,ELISANGELA CARVALHO ANCELMO,ELISANGELA CARVALHO ANCELMO,nao,ELISANGELA CARVALHO ANCELMO:LOC|Elisangela Carvalho Ancelmo:LOC,RJ,2026-04-16,exoneracao,do cargo em comissão de Adjunto II,da Superintendência de Articulação Municipal,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3314
spacy_nao_confirmou_pessoa,ALCINEIA DA CUNHA AGUIAR,ALCINEIA DA CUNHA AGUIAR,nao,ALCINEIA:ORG|CUNHA:ORG|Alcineia Da Cunha Aguiar:LOC,RJ,2026-04-16,exoneracao,do cargo em comissão de Coordenador,da Superintendência de Articulação Municipal,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3318
spacy_nao_confirmou_pessoa,K AY L A N VIEIRA BARBOSA,K AY L A N VIEIRA BARBOSA,nao,K Ay:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3329
spacy_nao_confirmou_pessoa,ALESSANDRA LIMA GROSSO,ALESSANDRA LIMA GROSSO,nao,,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente,da Superintendência do Programa Rj Para Todos - Superj,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3340
spacy_nao_confirmou_pessoa,WELLINGTON DAS NEVES COUTINHO,WELLINGTON DAS NEVES COUTINHO,nao,WELLINGTON DAS NEVES COUTINHO:MISC|Wellington Das Neves Coutinho:ORG,RJ,2026-04-16,exoneracao,do cargo em comissão de Adjunto II,da Superintendência de Articulação Municipal,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3351
spacy_nao_confirmou_pessoa,HORTENCIA VIANA CRISPIM,HORTENCIA VIANA CRISPIM,nao,VIANA CRISPIM:MISC|Hortencia Viana Crispim:LOC,RJ,2026-04-16,exoneracao,do cargo em comissão de Adjunto II,da Superintendência de Articulação Municipal,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3353
spacy_nao_confirmou_pessoa,LUCAS DE ALMEIDA,LUCAS DE ALMEIDA,nao,LUCAS:MISC|Lucas:MISC,RJ,2026-04-16,exoneracao,do cargo em comissão de Assistente II,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3364
spacy_nao_confirmou_pessoa,FA B I O LA FERNANDES BASTOS,FA B I O LA FERNANDES BASTOS,nao,FA B I:MISC|LA FERNANDES BASTOS:MISC|Fa B I:MISC|La Fernandes Bastos:ORG,RJ,2026-04-16,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-16.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3368
spacy_nao_confirmou_pessoa,PAOLA GOMES LEITE,PAOLA GOMES LEITE,nao,PAOLA GOMES LEITE:MISC|Paola Gomes Leite:MISC,RJ,2026-04-17,exoneracao,do cargo em comissão de Assistente II,da Subsecretaria Adjunta de Projetos Especiais,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3410
spacy_nao_confirmou_pessoa,THAIS ROSARIO DA SILVA TORQUATO,THAIS ROSARIO DA SILVA TORQUATO,nao,THAIS ROSARIO DA SILVA:MISC|TORQUATO:ORG|Thais Rosario Da Silva Torquato:MISC,RJ,2026-04-17,exoneracao,do cargo em comissão de Assistente II,da Subsecretaria Adjunta de Projetos Especiais,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3417
spacy_nao_confirmou_pessoa,ROSIMERE CONCEICAO FERREIRA DOS SANTOS,ROSIMERE CONCEICAO FERREIRA DOS SANTOS,nao,ROSIMERE CONCEICAO FERREIRA DOS SANTOS:MISC|Ferreira Dos Santos:LOC,RJ,2026-04-17,exoneracao,do cargo em comissão de Ajudante I,,,Secretario,5,,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3454
